,title,published_date,viewCount,likeCount,commentCount,Month
349,"('अध्यक्ष तथा उपाध्यक्ष | Speaker & Deputy Speaker | by Khan Sir',)",2020-04-12 07:54:41+00:00,583643,15529,279.0,Apr
350,"('Chairman & Deputy Chairman | सभापति व उप-सभापति | by Khan Sir',)",2020-04-09 13:38:22+00:00,365346,8321,148.0,Apr
351,"('राष्ट्रपति का अभिभाषण तथा विशेष अभिभाषण by Khan Sir',)",2020-04-09 12:37:02+00:00,309781,7707,108.0,Apr
352,"('परिसीमन | सत्र | सत्रावसान | आहूत | स्थगन | विघटन | भंग | by Khan Sir',)",2020-04-09 12:28:19+00:00,449502,12413,238.0,Apr
353,"('Lok Sabha vs Rajya Sabha | लोकसभा | राज्यसभा | by Khan Sir',)",2020-04-08 12:44:29+00:00,3068606,91776,1649.0,Apr
354,"('Parliament | संसद | by Khan Sir',)",2020-04-08 12:01:31+00:00,1406476,42943,485.0,Apr
355,"('Attorney General | Solicitor General | Advocate General | महाधिवक्ता | प्रधान पब्लिक प्रोसेक्यूटर',)",2020-04-07 11:46:57+00:00,932820,31707,714.0,Apr
356,"('Winds | पवन | Breeze | Part 3 | By Khan Sir',)",2020-04-07 11:03:09+00:00,275426,6258,137.0,Apr
357,"('Winds | पवन | Winds Jet-stream and Air Cell | Part 2 | By Khan Sir',)",2020-04-07 09:25:13+00:00,395275,11048,195.0,Apr
358,"('Winds | पवन | By Khan Sir',)",2020-04-03 12:04:37+00:00,893706,26646,581.0,Apr
359,"('Pressure Belts | वायुदाब पेटिया | by Khan Sir',)",2020-04-03 09:15:58+00:00,830841,26193,541.0,Apr
360,"('Rowlatt Act | Jallianwala Bagh | जलियांवाला बाग हत्याकांड | रौलट एक्ट | History And Facts  In Hindi',)",2020-03-30 12:34:59+00:00,1905774,65885,1180.0,Mar
361,"('Soap and Detergent (साबुन और डिटर्जेंट) | By Khan Sir | Khan GS Research Center | Patna',)",2020-03-30 10:05:21+00:00,1145112,33061,655.0,Mar
362,"('Water | Distilled Water | Soft Water | By Khan Sir | Khan gs research Centre | Water Part 3',)",2020-03-28 13:40:07+00:00,289460,8423,171.0,Mar
363,"('Water | Distilled Water | Soft Water | By Khan Sir | Khan gs research Centre | Water Part 2',)",2020-03-28 12:53:51+00:00,292289,8180,158.0,Mar
364,"('Water | Distilled Water | Soft Water | By Khan Sir | Khan gs research Centre | Water Part 1',)",2020-03-28 12:06:32+00:00,523386,17049,338.0,Mar
365,"('Sense Organ Skin | Ear | Eye | Tongue | Nose | khan gs | Khan gs research centre | khan Sir Patna',)",2020-03-26 13:54:39+00:00,1505884,37966,833.0,Mar
366,"('Sense Organ Skin | Ear | Eye | Tongue | Nose | khan gs | Khan gs research centre | khan Sir Patna',)",2020-03-26 08:39:09+00:00,1987144,51365,1012.0,Mar
367,"('Corona virus | Corona Update ,Covid 19 | Khan G.S | Khan gs reseach centre',)",2020-03-24 17:23:50+00:00,366799,11112,571.0,Mar
368,"('| मंत्री परिषद v/s मंत्री मण्डल (कैबिनेट मंत्री v/s राज्यमंत्री स्वतंत्र प्रभार) |Khan GS| Polity |',)",2019-05-21 17:56:36+00:00,1583958,54184,957.0,May
369,"('| Indian Polity ( लोकतंत्र, गणराज्य, साम्यवाद ) By- Khan Sir | Khan GS Research Center |',)",2019-05-19 18:02:20+00:00,3620856,121510,2220.0,May
370,"('| Capacitor (संधारित्र) By- Khan Sir | Khan GS Research Centre | Patna',)",2019-05-17 07:59:52+00:00,1606572,56370,1324.0,May
371,"('| Sericulture, Apiculture, Pisciculture | By - Khan sir',)",2019-05-15 08:29:04+00:00,1379205,45479,922.0,May
372,"('| United Nations संयुक्त राष्ट्र संघ कब, कैसे और क्यों बना? By- KHAN GS | UPSC / IAS / State PSC',)",2019-05-13 16:37:16+00:00,3163530,113310,2354.0,May
373,"('| Indian Missile By - Khan Sir | Khan GS Research Center | For SSC, RRB NTPC, RAILWAY Etc.',)",2019-04-30 14:28:52+00:00,2331989,79431,1446.0,Apr
374,"('| Electric Current ( विद्युत धारा ) | Transformer|Ac Dc | Rectifier | Khan GS Research Centre |',)",2019-04-28 16:13:20+00:00,6919532,247495,5837.0,Apr
375,"('| Biology - Human Brain (मानव मस्तिष्क) | Khan GS Research Center | Patna',)",2019-04-26 11:32:50+00:00,9646330,268139,8535.0,Apr
